timestamp;id;action;st_key;value;remark
2024-01-28 17:18:04.322564;2;edited_text;banking-message;Anteil Unterkunft;
2024-01-28 17:18:13.038018;2;clicked;banking-confirm;True;
2024-01-28 17:18:13.038018;2;clicked;banking-confirm;True;
2024-01-28 22:11:25.535221;-;loaded_login;;;
2024-01-28 22:11:25.535221;-;loaded_login;;;
2024-01-28 22:11:44.125795;-;loaded_login;;;
2024-01-28 22:11:44.125795;-;loaded_login;;;
2024-01-28 22:12:07.308823;-;loaded_login;;;
2024-01-28 22:12:07.308823;-;loaded_login;;;
2024-01-28 22:12:12.920974;-;loaded_login;;;
2024-01-28 22:12:12.920974;-;loaded_login;;;
2024-01-28 22:12:13.134175;-;loaded_login;;;
2024-01-28 22:12:13.134175;-;loaded_login;;;
2024-01-28 22:12:13.745843;4;entered_valid_credentials;;;
2024-01-28 22:12:13.745843;4;entered_valid_credentials;;;
2024-01-28 22:12:21.874555;4;entered_valid_totp;;;
2024-01-28 22:12:21.874555;4;entered_valid_totp;;;
2024-01-28 22:12:44.975522;4;edited_text;banking-recipient;Justus Jauch;
2024-01-28 22:12:44.975522;4;edited_text;banking-recipient;Justus Jauch;
2024-01-28 22:13:00.134126;4;edited_text;banking-value;73,00Anteil Unterkunft;
2024-01-28 22:13:00.134126;4;edited_text;banking-value;73,00Anteil Unterkunft;
2024-01-28 22:13:02.179852;4;edited_text;banking-message;Anteil Unterkunft;
2024-01-28 22:13:02.179852;4;edited_text;banking-message;Anteil Unterkunft;
2024-01-28 22:13:10.170068;4;edited_text;banking-value;73,00;
2024-01-28 22:13:10.170068;4;edited_text;banking-value;73,00;
2024-01-28 22:13:10.386006;4;clicked;banking-confirm;True;
2024-01-28 22:13:10.386006;4;clicked;banking-confirm;True;
2024-01-28 22:13:41.256953;4;logout;;;
2024-01-28 22:13:41.256953;4;logout;;;
2024-01-28 22:13:41.315162;-;loaded_login;;;
2024-01-28 22:13:41.315162;-;loaded_login;;;
2024-01-29 08:00:32.835717;-;loaded_login;;;
2024-01-29 08:00:32.835717;-;loaded_login;;;
2024-01-29 08:00:56.645141;-;loaded_login;;;
2024-01-29 08:00:56.645141;-;loaded_login;;;
2024-01-29 08:00:56.795959;-;loaded_login;;;
2024-01-29 08:00:56.795959;-;loaded_login;;;
2024-01-29 08:00:56.838329;-;loaded_login;;;
2024-01-29 08:00:56.838329;-;loaded_login;;;
2024-01-29 08:01:00.930414;-;loaded_login;;;
2024-01-29 08:01:00.930414;-;loaded_login;;;
2024-01-29 08:01:01.551398;2;entered_valid_credentials;;;
2024-01-29 08:01:01.551398;2;entered_valid_credentials;;;
2024-01-29 08:01:14.725473;2;entered_valid_totp;;;
2024-01-29 08:01:14.725473;2;entered_valid_totp;;;
2024-01-29 08:01:22.541887;2;edited_text;banking-recipient;Katharina Kluge;
2024-01-29 08:01:22.541887;2;edited_text;banking-recipient;Katharina Kluge;
2024-01-29 08:01:25.304913;2;edited_text;banking-value;110;
2024-01-29 08:01:25.304913;2;edited_text;banking-value;110;
